latitude,longitude,state,team,year,salary
39.952584,-75.165222,,Philadelphia Phillies,1989,"$407,846"
39.952584,-75.165222,,Philadelphia Phillies,1990,"$439,122"
39.952584,-75.165222,,Philadelphia Phillies,1991,"$749,578"
39.952584,-75.165222,,Philadelphia Phillies,1992,"$812,794"
39.952584,-75.165222,,Philadelphia Phillies,1993,"$891,823"
39.952584,-75.165222,,Philadelphia Phillies,1994,"$987,469"
39.952584,-75.165222,,Philadelphia Phillies,1995,"$783,486"
39.952584,-75.165222,,Philadelphia Phillies,1996,"$798,012"
39.952584,-75.165222,,Philadelphia Phillies,1997,"$916,413"
39.952584,-75.165222,,Philadelphia Phillies,1998,"$1,037,071"
39.952584,-75.165222,,Philadelphia Phillies,1999,"$932,132"
39.952584,-75.165222,,Philadelphia Phillies,2000,"$1,631,310"
39.952584,-75.165222,,Philadelphia Phillies,2001,"$1,602,455"
39.952584,-75.165222,,Philadelphia Phillies,2002,"$2,069,821"
39.952584,-75.165222,,Philadelphia Phillies,2003,"$2,440,690"
39.952584,-75.165222,,Philadelphia Phillies,2004,"$3,573,814"
39.952584,-75.165222,,Philadelphia Phillies,2005,"$3,673,923"
39.952584,-75.165222,,Philadelphia Phillies,2006,"$3,269,383"
39.952584,-75.165222,,Philadelphia Phillies,2007,"$2,980,940"
39.952584,-75.165222,,Philadelphia Phillies,2008,"$3,495,710"
39.952584,-75.165222,,Philadelphia Phillies,2009,"$4,185,335"
39.952584,-75.165222,,Philadelphia Phillies,2010,"$5,068,871"
39.952584,-75.165222,,Philadelphia Phillies,2011,"$5,765,879"
39.952584,-75.165222,,Philadelphia Phillies,2012,"$5,817,965"
39.952584,-75.165222,,Philadelphia Phillies,2013,"$6,533,200"
39.952584,-75.165222,,Philadelphia Phillies,2014,"$5,654,530"
40.440625,-79.995886,,Pittsburgh Pirates,1985,"$485,658"
40.440625,-79.995886,,Pittsburgh Pirates,1986,"$373,914"
40.440625,-79.995886,,Pittsburgh Pirates,1987,"$306,080"
40.440625,-79.995886,,Pittsburgh Pirates,1988,"$222,167"
40.440625,-79.995886,,Pittsburgh Pirates,1989,"$439,224"
40.440625,-79.995886,,Pittsburgh Pirates,1990,"$432,111"
40.440625,-79.995886,,Pittsburgh Pirates,1991,"$875,358"
40.440625,-79.995886,,Pittsburgh Pirates,1992,"$1,212,292"
40.440625,-79.995886,,Pittsburgh Pirates,1993,"$752,196"
40.440625,-79.995886,,Pittsburgh Pirates,1994,"$712,272"
40.440625,-79.995886,,Pittsburgh Pirates,1995,"$556,223"
40.440625,-79.995886,,Pittsburgh Pirates,1996,"$657,643"
40.440625,-79.995886,,Pittsburgh Pirates,1997,"$307,762"
40.440625,-79.995886,,Pittsburgh Pirates,1998,"$430,429"
40.440625,-79.995886,,Pittsburgh Pirates,1999,"$649,939"
40.440625,-79.995886,,Pittsburgh Pirates,2000,"$1,112,628"
40.440625,-79.995886,,Pittsburgh Pirates,2001,"$1,863,253"
40.440625,-79.995886,,Pittsburgh Pirates,2002,"$1,459,434"
40.440625,-79.995886,,Pittsburgh Pirates,2003,"$1,957,587"
40.440625,-79.995886,,Pittsburgh Pirates,2004,"$1,193,627"
40.440625,-79.995886,,Pittsburgh Pirates,2005,"$1,361,893"
40.440625,-79.995886,,Pittsburgh Pirates,2006,"$1,668,491"
40.440625,-79.995886,,Pittsburgh Pirates,2007,"$1,427,327"
40.440625,-79.995886,,Pittsburgh Pirates,2008,"$1,872,684"
40.440625,-79.995886,,Pittsburgh Pirates,2009,"$1,872,808"
40.440625,-79.995886,,Pittsburgh Pirates,2010,"$1,294,185"
40.440625,-79.995886,,Pittsburgh Pirates,2011,"$1,553,345"
40.440625,-79.995886,,Pittsburgh Pirates,2012,"$2,248,286"
40.440625,-79.995886,,Pittsburgh Pirates,2013,"$2,752,214"
40.440625,-79.995886,,Pittsburgh Pirates,2014,"$2,756,357"
37.774929,-122.419416,,San Francisco Giants,1985,"$411,086"
37.774929,-122.419416,,San Francisco Giants,1986,"$319,536"
37.774929,-122.419416,,San Francisco Giants,1987,"$316,957"
37.774929,-122.419416,,San Francisco Giants,1988,"$495,200"
37.774929,-122.419416,,San Francisco Giants,1989,"$534,387"
37.774929,-122.419416,,San Francisco Giants,1990,"$568,686"
37.774929,-122.419416,,San Francisco Giants,1991,"$1,191,064"
37.774929,-122.419416,,San Francisco Giants,1992,"$1,326,527"
37.774929,-122.419416,,San Francisco Giants,1993,"$1,130,645"
37.774929,-122.419416,,San Francisco Giants,1994,"$1,332,458"
37.774929,-122.419416,,San Francisco Giants,1995,"$934,943"
37.774929,-122.419416,,San Francisco Giants,1996,"$1,061,278"
37.774929,-122.419416,,San Francisco Giants,1997,"$1,112,262"
37.774929,-122.419416,,San Francisco Giants,1998,"$1,520,208"
37.774929,-122.419416,,San Francisco Giants,1999,"$1,606,726"
37.774929,-122.419416,,San Francisco Giants,2000,"$2,066,839"
37.774929,-122.419416,,San Francisco Giants,2001,"$2,343,710"
37.774929,-122.419416,,San Francisco Giants,2002,"$2,899,994"
37.774929,-122.419416,,San Francisco Giants,2003,"$3,186,622"
37.774929,-122.419416,,San Francisco Giants,2004,"$2,645,780"
37.774929,-122.419416,,San Francisco Giants,2005,"$3,469,212"
37.774929,-122.419416,,San Francisco Giants,2006,"$3,463,708"
37.774929,-122.419416,,San Francisco Giants,2007,"$3,469,964"
37.774929,-122.419416,,San Francisco Giants,2008,"$2,641,190"
37.774929,-122.419416,,San Francisco Giants,2009,"$2,965,230"
37.774929,-122.419416,,San Francisco Giants,2010,"$3,522,905"
37.774929,-122.419416,,San Francisco Giants,2011,"$4,377,716"
37.774929,-122.419416,,San Francisco Giants,2012,"$3,920,689"
37.774929,-122.419416,,San Francisco Giants,2013,"$5,006,441"
37.774929,-122.419416,,San Francisco Giants,2014,"$5,839,649"
47.606209,-122.332071,,Seattle Mariners,1985,"$256,278"
47.606209,-122.332071,,Seattle Mariners,1986,"$229,166"
47.606209,-122.332071,,Seattle Mariners,1987,"$251,500"
47.606209,-122.332071,,Seattle Mariners,1988,"$282,402"
47.606209,-122.332071,,Seattle Mariners,1989,"$407,479"
47.606209,-122.332071,,Seattle Mariners,1990,"$369,226"
47.606209,-122.332071,,Seattle Mariners,1991,"$603,532"
47.606209,-122.332071,,Seattle Mariners,1992,"$799,305"
47.606209,-122.332071,,Seattle Mariners,1993,"$990,798"
47.606209,-122.332071,,Seattle Mariners,1994,"$885,712"
47.606209,-122.332071,,Seattle Mariners,1995,"$1,042,323"
47.606209,-122.332071,,Seattle Mariners,1996,"$1,215,544"
47.606209,-122.332071,,Seattle Mariners,1997,"$1,298,146"
47.606209,-122.332071,,Seattle Mariners,1998,"$1,423,343"
47.606209,-122.332071,,Seattle Mariners,1999,"$1,503,472"
47.606209,-122.332071,,Seattle Mariners,2000,"$2,265,962"
47.606209,-122.332071,,Seattle Mariners,2001,"$2,668,601"
47.606209,-122.332071,,Seattle Mariners,2002,"$3,211,307"
47.606209,-122.332071,,Seattle Mariners,2003,"$3,220,710"
47.606209,-122.332071,,Seattle Mariners,2004,"$2,911,280"
47.606209,-122.332071,,Seattle Mariners,2005,"$2,742,323"
47.606209,-122.332071,,Seattle Mariners,2006,"$3,257,772"
47.606209,-122.332071,,Seattle Mariners,2007,"$3,942,994"
47.606209,-122.332071,,Seattle Mariners,2008,"$4,525,634"
47.606209,-122.332071,,Seattle Mariners,2009,"$3,532,292"
47.606209,-122.332071,,Seattle Mariners,2010,"$3,089,643"
47.606209,-122.332071,,Seattle Mariners,2011,"$2,969,331"
47.606209,-122.332071,,Seattle Mariners,2012,"$2,927,789"
47.606209,-122.332071,,Seattle Mariners,2013,"$2,846,348"
47.606209,-122.332071,,Seattle Mariners,2014,"$3,701,244"
32.776664,-96.796988,,Texas Rangers,1985,"$383,825"
32.776664,-96.796988,,Texas Rangers,1986,"$259,351"
32.776664,-96.796988,,Texas Rangers,1987,"$220,000"
32.776664,-96.796988,,Texas Rangers,1988,"$242,824"
32.776664,-96.796988,,Texas Rangers,1989,"$396,459"
32.776664,-96.796988,,Texas Rangers,1990,"$402,010"
32.776664,-96.796988,,Texas Rangers,1991,"$867,833"
32.776664,-96.796988,,Texas Rangers,1992,"$971,876"
32.776664,-96.796988,,Texas Rangers,1993,"$957,288"
32.776664,-96.796988,,Texas Rangers,1994,"$999,200"
32.776664,-96.796988,,Texas Rangers,1995,"$1,017,102"
32.776664,-96.796988,,Texas Rangers,1996,"$1,183,077"
32.776664,-96.796988,,Texas Rangers,1997,"$1,444,563"
32.776664,-96.796988,,Texas Rangers,1998,"$1,885,737"
32.776664,-96.796988,,Texas Rangers,1999,"$2,556,998"
32.776664,-96.796988,,Texas Rangers,2000,"$2,722,920"
32.776664,-96.796988,,Texas Rangers,2001,"$2,859,145"
32.776664,-96.796988,,Texas Rangers,2002,"$3,768,790"
32.776664,-96.796988,,Texas Rangers,2003,"$3,449,722"
32.776664,-96.796988,,Texas Rangers,2004,"$1,898,290"
32.776664,-96.796988,,Texas Rangers,2005,"$1,801,581"
32.776664,-96.796988,,Texas Rangers,2006,"$2,200,925"
32.776664,-96.796988,,Texas Rangers,2007,"$2,439,953"
32.776664,-96.796988,,Texas Rangers,2008,"$2,334,908"
32.776664,-96.796988,,Texas Rangers,2009,"$2,350,993"
32.776664,-96.796988,,Texas Rangers,2010,"$1,905,191"
32.776664,-96.796988,,Texas Rangers,2011,"$3,182,733"
32.776664,-96.796988,,Texas Rangers,2012,"$4,635,037"
32.776664,-96.796988,,Texas Rangers,2013,"$3,880,090"
32.776664,-96.796988,,Texas Rangers,2014,"$4,677,294"
43.653226,-79.383184,,Toronto Blue Jays,1985,"$440,628"
43.653226,-79.383184,,Toronto Blue Jays,1986,"$467,076"
43.653226,-79.383184,,Toronto Blue Jays,1987,"$455,630"
43.653226,-79.383184,,Toronto Blue Jays,1988,"$470,816"
43.653226,-79.383184,,Toronto Blue Jays,1989,"$580,774"
43.653226,-79.383184,,Toronto Blue Jays,1990,"$657,661"
43.653226,-79.383184,,Toronto Blue Jays,1991,"$796,097"
43.653226,-79.383184,,Toronto Blue Jays,1992,"$1,244,130"
43.653226,-79.383184,,Toronto Blue Jays,1993,"$1,432,702"
43.653226,-79.383184,,Toronto Blue Jays,1994,"$1,447,789"
43.653226,-79.383184,,Toronto Blue Jays,1995,"$1,533,030"
43.653226,-79.383184,,Toronto Blue Jays,1996,"$895,609"
43.653226,-79.383184,,Toronto Blue Jays,1997,"$1,426,662"
43.653226,-79.383184,,Toronto Blue Jays,1998,"$1,605,500"
43.653226,-79.383184,,Toronto Blue Jays,1999,"$1,420,135"
43.653226,-79.383184,,Toronto Blue Jays,2000,"$1,793,533"
43.653226,-79.383184,,Toronto Blue Jays,2001,"$2,746,286"
43.653226,-79.383184,,Toronto Blue Jays,2002,"$2,650,494"
43.653226,-79.383184,,Toronto Blue Jays,2003,"$1,898,852"
43.653226,-79.383184,,Toronto Blue Jays,2004,"$1,923,731"
43.653226,-79.383184,,Toronto Blue Jays,2005,"$1,758,442"
43.653226,-79.383184,,Toronto Blue Jays,2006,"$2,744,808"
43.653226,-79.383184,,Toronto Blue Jays,2007,"$3,034,919"
43.653226,-79.383184,,Toronto Blue Jays,2008,"$3,621,996"
43.653226,-79.383184,,Toronto Blue Jays,2009,"$2,876,368"
43.653226,-79.383184,,Toronto Blue Jays,2010,"$2,074,467"
43.653226,-79.383184,,Toronto Blue Jays,2011,"$2,018,316"
43.653226,-79.383184,,Toronto Blue Jays,2012,"$2,778,119"
43.653226,-79.383184,,Toronto Blue Jays,2013,"$4,073,810"
43.653226,-79.383184,,Toronto Blue Jays,2014,"$4,396,804"
